hyperparameter_set,average_roc_auc,model_path,timestamp
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5181425429494455,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_132916
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5052733367484469,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_132922
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5563550666260848,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_132928
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.5002388209380338,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_132934
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 20, 'min_data_in_leaf': 200, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 500, 'boosting_type': 'goss'}",0.6109292111106509,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_132939
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.48710200575219575,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_132951
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.4727623826162029,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_132957
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.44083228652332807,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_133003
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.4941358232380509,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_133009
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.4198393318509505,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_133015
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.47289021255047026,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_133021
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.4775808102123401,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_133027
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.47510502106876534,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_133033
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.46599162282694373,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_133039
"{'learning_rate': 0.01, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 20, 'feature_fraction': 1.0, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 5, 'bagging_seed': 100}",0.4879667943164341,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_133045
